surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,has_parking,has_terrace,has_garden,has_pool,price_tnd,city_encoded,neighborhood_encoded,building_type_encoded,price_per_m2,rooms_per_surface
98.95077595898684,3,3,2,5,1,1977,0,0,0,0,316000,10,3,0,3193.5070436534606,0.030318104844811337
132.50952461238217,4,1,1,0,0,1984,0,1,1,0,302000,9,6,0,2279.081453830678,0.030186509322260642
161.15524878725034,4,3,1,2,0,1965,1,0,1,1,472000,12,0,2,2928.852789790995,0.024820786354160972
46.07068771100792,5,4,2,0,0,1988,0,0,0,0,197000,3,0,6,4276.037753891173,0.10852887700231405
124.10274355763988,2,1,1,0,0,2014,1,1,1,0,285000,7,5,3,2296.48428253829,0.016115679175707297
123.57831186096962,2,1,1,4,1,1997,1,1,1,0,623000,12,2,1,5041.337679874598,0.016184069598313314
71.06181421088463,2,1,1,2,0,1961,1,1,0,0,224000,9,2,3,3152.1852134995115,0.028144510834817067
189.29516606455496,5,3,1,2,0,1979,1,0,1,0,897000,11,4,7,4738.631306063557,0.02641377539611793
136.32116825353572,2,1,1,5,0,1972,1,1,1,0,107000,13,5,6,784.9111137383813,0.014671235770810868
106.55829116024124,2,1,1,4,1,1964,0,0,0,0,182000,2,2,3,1707.9853479098151,0.018769069757250713
143.57341785679978,6,5,3,0,0,1999,1,0,0,0,396000,7,1,3,2758.1707387851607,0.0417904657391691
115.48861679718952,4,4,2,0,0,1980,1,0,1,0,532000,8,3,1,4606.514605108219,0.03463544815870842
153.03876158610703,4,3,1,1,0,1997,0,0,1,0,337000,5,2,3,2202.0565019430546,0.02613716916252884
42.21250120641858,1,1,1,3,0,2018,0,0,0,0,171000,2,3,4,4050.9326648002266,0.023689664706434074
135.6487075908426,1,1,1,3,0,1985,0,0,1,0,215000,0,7,6,1584.97639836352,0.007371983248202419
123.92044612530384,1,1,1,5,1,1979,0,1,0,0,458000,4,4,4,3695.9195542024363,0.008069693349786978
176.48247424861853,2,1,1,2,0,2010,0,0,1,0,251000,7,3,6,1422.237539838689,0.011332570038555291
91.64184160323023,5,5,2,2,0,1989,0,1,1,1,228000,2,3,6,2487.9465101448086,0.05456023048563177
20.0,1,1,1,4,1,1960,0,1,1,1,176000,5,2,3,8800.0,0.05
125.48663195938964,3,2,1,3,1,1993,0,0,0,0,846000,11,2,1,6741.753976421847,0.023906928994403713
20.0,2,1,1,2,0,2026,0,1,0,0,275000,8,3,3,13750.0,0.1
58.89360955540273,4,2,1,5,0,1991,0,0,1,0,199000,9,5,1,3378.974416787879,0.06791908375453024
177.9664901682124,1,1,1,1,0,1966,1,0,0,0,359000,1,0,1,2017.2336919196207,0.005619035353536548
36.51104139658,6,4,2,2,0,1961,0,1,1,0,139000,13,4,5,3807.0675248671537,0.16433384999426562
150.30049756728198,1,1,1,2,0,2003,0,0,0,0,737000,14,3,1,4903.510047730096,0.006653337920936358
168.59113450863677,3,1,1,0,0,1973,1,0,1,0,802000,14,6,1,4757.071018813947,0.017794529995563396
153.6128642206886,2,1,1,2,0,1996,1,0,1,0,624000,14,5,4,4062.1597882813226,0.013019742911158086
126.03236129973976,5,3,2,0,0,1993,0,1,0,0,378000,7,7,1,2999.229690706275,0.03967235040616766
20.0,2,1,1,5,1,1990,1,1,0,1,223000,1,0,3,11150.0,0.1
74.67106634904796,4,2,1,4,1,1969,0,1,0,1,667000,3,7,0,8932.509372266439,0.05356827209754986
177.15329514449593,2,1,1,2,0,2024,0,0,0,0,303000,9,0,7,1710.3830880077992,0.011289657346586133
127.36039146848012,3,2,1,2,0,2018,1,1,0,0,364000,12,4,1,2858.0314162279,0.023555203979900276
147.75726443555607,1,1,1,2,0,2021,1,1,0,0,184000,13,2,6,1245.285642657868,0.0067678567535753706
35.5221386960865,4,2,1,0,0,1999,1,0,0,0,648000,11,3,3,18242.144864756992,0.11260583249849995
84.78604347050535,2,2,1,4,0,2008,0,0,0,0,136000,2,5,2,1604.037580162713,0.02358878794356931
153.18686069440105,5,3,1,4,0,1967,1,1,0,0,176000,0,5,6,1148.9236035139452,0.03263987509982799
166.51266729767707,3,2,1,1,0,2018,0,0,1,0,809000,14,1,1,4858.489225649957,0.018016647313905898
127.24687073905903,2,1,1,1,0,1976,0,1,0,0,223000,1,4,6,1752.4988921519237,0.01571747885338048
126.6923827123,4,2,1,2,0,1998,1,1,1,0,803000,11,2,0,6338.186896551598,0.03157253746725578
166.9141902987999,2,1,1,4,0,2019,1,1,0,0,327000,7,0,7,1959.0904728628764,0.011982204726990069
96.06256891682614,5,3,1,4,1,1963,0,0,1,0,259000,8,2,6,2696.1594190162664,0.05204940963351865
181.5080656728573,4,1,1,2,0,2025,0,1,0,1,992000,6,4,5,5465.321865023564,0.022037588165417597
173.27401875326757,2,1,1,3,0,2015,1,0,1,0,778000,1,6,1,4489.998013538476,0.011542411345857264
35.90898374333854,1,1,1,4,0,1962,0,0,1,0,233000,4,2,0,6488.626959353138,0.02784818437490617
74.06740267579009,1,1,1,0,0,2008,0,1,1,0,165000,7,2,6,2227.7006353556453,0.013501215971852394
66.47109601614163,4,2,1,5,0,2015,1,1,1,0,828000,11,2,3,12456.54201036389,0.060176531451033285
130.38063441140324,3,1,1,1,0,2016,1,1,0,0,359000,10,0,7,2753.4764010060794,0.02300955209754384
143.42817466857613,4,2,1,2,0,1968,0,1,0,0,168000,13,5,0,1171.317981200017,0.027888523361905164
242.69210870728543,3,1,1,2,0,1962,0,1,0,0,683000,6,4,4,2814.2653819196753,0.012361341355430492
84.73946318351094,2,2,1,4,0,1973,0,1,0,0,238000,10,6,1,2808.6087763453206,0.023601754423069922
100.6149220032008,3,2,1,1,0,2018,1,1,1,0,468000,10,4,7,4651.397533112551,0.029816650853285588
32.57265075212368,1,1,1,5,1,1977,1,1,1,1,895000,3,7,7,27477.039151983896,0.030700602404451282
121.794727488385,6,5,3,5,1,1992,0,1,1,0,1278000,3,3,3,10493.065064100389,0.049263216263382106
175.08283569981836,3,1,1,0,0,2007,1,1,1,0,766000,11,4,4,4375.071930599275,0.017134746464488024
82.87428245715296,2,1,1,1,0,2001,1,0,1,0,294000,14,0,3,3547.5420273110863,0.024132938961299907
92.9050437805726,4,3,1,1,0,1971,1,0,0,0,558000,6,6,1,6006.132469168305,0.04305471304063301
45.53034701753469,3,2,1,5,1,1994,1,0,0,0,148000,5,1,0,3250.57922231522,0.06589011937125445
179.3193706107644,3,1,1,4,0,1996,0,1,0,0,283000,2,2,3,1578.1897908524766,0.01672992711151035
144.58965276998063,4,2,1,1,0,1981,1,0,1,0,332000,13,5,4,2296.153242225152,0.027664496894278943
221.0200981841056,2,1,1,2,0,1988,0,0,0,0,376000,0,6,2,1701.2027552661707,0.009048950825883887
176.33765959631015,2,1,1,0,0,1972,0,1,0,0,466000,0,2,5,2642.6572807352322,0.011341876741352928
142.00072250266663,2,1,1,5,1,1961,0,0,0,0,381000,0,7,7,2683.084939887156,0.01408443537998507
102.26879085332529,1,1,1,4,0,1993,1,1,1,0,685000,11,6,4,6698.03558137724,0.009778154133397431
137.6881389495934,3,2,1,3,1,1986,1,0,1,0,523000,3,0,0,3798.439023069855,0.021788369157188462
108.49717822018088,4,3,1,4,0,1962,0,1,1,0,404000,9,2,2,3723.5991444877454,0.03686731826225491
129.8260584850735,4,2,1,5,1,1976,0,0,1,0,584000,1,4,5,4498.326505592437,0.030810455517756415
210.0470216455408,3,1,1,2,0,1961,1,0,1,0,704000,1,5,4,3351.6304800932444,0.014282516250397347
218.1411317022729,2,1,1,2,0,1997,1,1,1,0,677000,4,0,3,3103.495405552377,0.009168376382724896
141.27287808924825,2,1,1,0,0,1979,1,1,1,0,612000,12,2,4,4332.041707350033,0.014156999043627558
108.9517913085168,3,2,1,0,0,1992,0,0,0,0,301000,12,6,0,2762.689776689066,0.027535114053379394
115.6930777258318,3,1,1,1,0,2005,1,1,1,0,302000,12,0,1,2610.354966229495,0.025930678472478427
91.44105051086017,4,3,2,0,0,1965,0,0,0,0,314000,7,6,4,3433.906306256917,0.04374402937906901
137.89628643458843,4,3,1,2,0,1966,1,0,0,0,223000,0,5,0,1617.1573997083729,0.029007307618087407
125.7266683107732,4,2,1,0,0,1962,0,1,1,0,377000,8,4,7,2998.5682836049177,0.03181504810190894
59.27405221753651,4,3,1,5,0,1978,0,0,1,0,532000,3,0,7,8975.25949546276,0.06748315410122376
68.4211876564921,2,1,1,3,0,2010,1,0,1,0,644000,12,1,5,9412.289117710083,0.029230711545683487
141.8161834837016,3,2,1,0,0,2013,0,1,0,0,429000,14,0,5,3025.0426253312858,0.021154144233085915
103.16886363394195,4,2,1,3,1,1983,0,1,0,0,469000,9,2,4,4545.945195869171,0.0387713875980313
157.87278746585204,3,2,1,1,0,1995,0,1,1,0,383000,10,0,3,2426.0039120601646,0.019002641608826355
114.73040372813368,6,4,2,5,0,2017,0,1,0,0,287000,0,6,3,2501.5165176275164,0.05229651256364146
42.561008874389415,5,3,2,3,1,2001,0,0,1,0,155000,5,3,6,3641.8309645208956,0.11747841821035147
131.53204551321824,1,1,1,5,1,2000,1,1,1,0,586000,8,2,1,4455.188070051798,0.007602710017153238
77.62382534550949,5,4,2,2,0,1976,0,0,1,0,669000,11,2,1,8618.487906544551,0.06441321305339726
76.30248272542872,1,1,1,4,0,1995,0,1,0,0,333000,11,5,1,4364.209238096309,0.013105733447736662
81.99253638710394,3,2,1,4,1,1960,1,0,0,0,187000,2,6,5,2280.6953930188697,0.03658869614468775
152.44621052534978,1,1,1,0,0,1987,1,0,1,0,305000,2,2,7,2000.7056846406986,0.0065596907693137654
180.28457300407152,5,4,2,3,0,1965,1,0,1,0,896000,14,3,0,4969.9205265875125,0.027733931509974958
94.1775529139092,3,1,1,4,0,2018,0,1,0,0,408000,8,5,5,4332.242528885479,0.03185472447709911
75.2718383793108,2,1,1,4,0,2009,1,0,1,0,95000,0,0,6,1262.092198695544,0.02657036207780093
113.3210079347392,5,2,2,5,1,2003,0,1,1,0,370000,9,0,7,3265.060969216586,0.04412244552995386
68.00470364372346,4,2,1,5,1,1964,0,0,0,1,234000,7,0,4,3440.938456638612,0.058819460797241235
160.25963373904742,1,1,1,1,0,1989,0,0,1,0,745000,14,2,2,4648.706493446079,0.006239874487847086
94.15515685551082,4,3,1,0,0,1992,1,1,1,0,365000,8,6,0,3876.580021635181,0.042483068730248555
151.93651110145925,1,1,1,3,0,2021,1,0,1,0,1129000,11,3,1,7430.735323691112,0.006581696478025785
64.41873361306367,4,2,1,5,0,1963,0,1,0,0,400000,14,2,2,6209.3738508216,0.062093738508216006
165.0737314973893,3,1,1,5,1,1960,0,0,1,0,356000,5,2,1,2156.612059173269,0.018173697127864624
120.77895237907336,1,1,1,4,0,2019,0,0,1,1,558000,3,5,0,4620.010266761357,0.008279588291687021
42.36364660919811,3,1,1,2,0,1970,0,0,1,0,246000,11,6,6,5806.86554841074,0.07081543351720415
67.54965387147568,3,2,1,5,1,2025,0,0,1,1,306000,10,4,1,4530.001006107526,0.04441177456968163
38.46633162923679,3,1,1,1,0,2005,0,1,0,0,187000,13,7,2,4861.394161585932,0.07799028066715398
211.03901883576785,3,2,1,3,1,2010,0,1,1,0,628000,0,6,4,2975.753031190475,0.014215380722247494
110.55516561077624,4,2,1,5,1,2011,1,1,0,0,1233000,3,3,1,11152.803156579186,0.036181032138131994
89.1276693770451,1,1,1,4,1,2008,1,1,0,0,367000,2,3,5,4117.688733085184,0.011219860308134018
70.87563032308452,3,2,1,4,0,1998,1,0,1,0,195000,10,0,1,2751.2982827961896,0.04232766588917215
75.22452989274511,2,1,1,5,1,1966,0,1,1,0,349000,10,5,5,4639.4440815729,0.0265870721007043
91.05183724029146,3,2,1,5,0,1981,1,0,1,0,706000,14,6,4,7753.8248694183085,0.032948264317641536
140.65282668930914,4,3,1,0,0,2001,1,0,0,0,278000,10,0,4,1976.4977821176662,0.028438817008887285
157.35826121297907,2,1,1,1,0,2019,1,0,1,0,549000,9,6,4,3488.854005935838,0.01270985065914695
154.05031193707785,3,1,1,4,1,1992,0,0,1,0,764000,12,2,7,4959.418714530467,0.019474157256009685
181.22922188130715,5,3,1,5,1,2016,1,0,1,0,1516000,3,1,2,8365.096888143553,0.02758936968385077
85.45597938568952,6,5,2,0,0,2000,1,0,0,0,122000,13,2,6,1427.6356186777277,0.07021158780382268
139.49802930149508,5,4,2,4,1,1995,0,0,1,0,500000,14,5,3,3584.2800253425603,0.0358428002534256
84.43506876197311,2,1,1,3,0,1964,0,0,0,0,694000,3,7,7,8219.333627315711,0.023686840424540955
131.68929558953738,1,1,1,4,0,2003,0,0,1,0,258000,2,6,5,1959.1569599108548,0.007593631627561453
110.54592654190634,3,1,1,3,1,1981,0,0,1,0,142000,7,5,6,1284.5339891033423,0.02713804202331005
185.56051151962,4,2,1,0,0,1989,0,1,0,0,266000,2,1,4,1433.4946472265724,0.02155631048461011
95.03513802140014,2,1,1,1,0,1981,0,0,1,0,194000,7,0,4,2041.3502209710562,0.021044847638876867
141.2589421137351,4,3,2,3,1,1973,1,1,0,0,308000,5,6,2,2180.392939315748,0.028316791419685045
75.51269491067157,2,1,1,3,0,2026,0,0,1,0,891000,3,2,4,11799.340508957024,0.02648561281471835
129.66653334763666,3,2,1,4,0,2019,1,1,0,0,609000,4,5,2,4696.66292664174,0.023136270574589852
20.0,4,1,1,5,1,1989,1,0,0,1,146000,10,5,6,7300.0,0.2
148.42205031280773,4,2,1,2,0,1980,0,1,0,0,840000,6,2,2,5659.536424875234,0.02695017345178683
75.07660091044814,3,1,1,4,1,1984,1,0,1,0,429000,10,6,4,5714.1638646069505,0.039959187864384266
243.24388179288417,3,1,1,2,0,1962,0,1,0,1,1376000,11,3,4,5656.874038754357,0.012333300956586534
104.7387647822666,2,1,1,3,1,1991,1,1,1,0,301000,5,2,0,2873.816591457097,0.019095126853535527
123.223720740506,1,1,1,4,0,1965,0,1,1,0,338000,4,0,1,2742.9783646266164,0.00811532060540419
108.4649793402261,1,1,1,5,0,1961,0,1,1,1,305000,5,2,1,2811.967529568187,0.009219565670715368
91.81754862868286,2,1,1,3,0,1966,1,1,1,0,739000,11,1,3,8048.570355418354,0.021782328431443447
187.41400329631995,2,1,1,3,1,1995,0,1,1,0,319000,5,4,4,1702.1140063671212,0.010671561168445901
143.53013003875225,4,2,1,2,0,1966,0,1,0,0,297000,5,5,7,2069.2519397830397,0.02786871299371097
104.1674985369386,4,3,1,5,0,1980,1,1,1,0,704000,11,7,0,6758.346028155377,0.03839969334179191
139.3482649427271,5,3,1,0,0,1964,1,1,1,0,745000,1,4,5,5346.317015903995,0.035881322254389225
95.31147111257503,1,1,1,4,1,1970,0,0,0,0,76000,7,0,6,797.3856568663628,0.0104919165377153
60.34700225448818,3,2,1,4,1,2011,1,1,0,0,271000,2,2,2,4490.695310053201,0.049712494207231006
109.53381614240668,2,1,1,0,0,1988,1,0,0,0,956000,4,7,5,8727.898229685425,0.018259201317333523
115.58286704954524,4,3,2,5,0,2018,1,0,1,0,509000,12,5,1,4403.766864355548,0.03460720522086874
198.07555983634265,3,1,1,4,1,2024,1,1,0,0,589000,8,4,7,2973.6126985411706,0.015145735306661311
159.65281903287146,5,3,1,4,0,1976,0,1,1,0,618000,1,2,1,3870.899391214369,0.03131795623959845
129.28837460433857,3,1,1,4,0,2017,0,1,1,0,250000,13,4,2,1933.6618684013579,0.023203942420816297
182.75992422266265,3,1,1,0,0,1967,0,1,1,0,252000,7,2,6,1378.8580897690667,0.016414977259155555
114.12995704225202,3,2,1,3,1,1995,1,0,1,0,254000,5,0,4,2225.5331254174284,0.02628582431595388
69.47029566466964,3,2,1,3,0,1975,1,1,0,0,522000,14,6,5,7514.002855546683,0.043183924457164846
74.58489345170972,3,1,1,3,0,1981,0,1,1,0,327000,5,7,4,4384.265832754959,0.04022262231885283
95.80944342294518,3,2,1,2,0,1980,0,1,1,0,112000,5,0,0,1168.987064308291,0.0313121535082578
176.7742508181385,2,1,1,5,1,1980,1,0,0,0,1092000,14,3,7,6177.370261483533,0.01131386494777204
144.54874758191255,4,3,2,2,0,1981,0,1,0,0,742000,4,7,1,5133.216388329654,0.027672325543556087
34.12521329296203,2,1,1,2,0,2009,0,0,1,0,514000,6,6,5,15062.176918495838,0.05860769228986707
98.79004889859443,2,1,1,2,0,2015,0,1,0,0,170000,7,4,0,1720.8210937773788,0.02024495404443975
31.96186204220912,4,3,2,1,0,1967,0,1,0,0,109000,7,4,0,3410.314450893181,0.12514915416121766
186.34047100209955,3,2,1,2,0,1963,1,1,1,0,383000,7,0,7,2055.37743862247,0.016099562182421437
98.85940194572284,3,1,1,1,0,1986,1,0,0,1,481000,0,3,2,4865.495749853771,0.030346127337965302
179.83157433228257,2,1,1,5,0,2017,0,0,0,0,465000,5,7,4,2585.7528174713048,0.011121517494500235
159.89013365247084,5,4,2,3,0,2017,0,1,1,0,971000,11,5,2,6072.920059661197,0.031271473015763114
198.18678080249,1,1,1,4,0,1985,1,0,0,0,178000,9,5,6,898.1426474523149,0.0050457452104062635
99.408692284054,1,1,1,4,0,1962,0,0,1,0,249000,10,5,3,2504.8111415498593,0.010059482496184175
197.10549762839375,6,6,3,5,0,1993,0,0,1,0,400000,4,5,6,2029.3700825845385,0.030440551238768078
161.3925047981209,3,2,1,3,1,1990,1,1,1,0,496000,12,4,2,3073.253002798522,0.018588223807249126
20.0,4,2,1,0,0,2014,1,0,0,0,394000,14,6,7,19700.0,0.2
113.91262458083582,5,4,2,3,1,1963,0,0,0,0,545000,14,5,4,4784.368738806923,0.043893291181714894
