surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,has_parking,has_terrace,has_garden,has_pool,city_encoded,neighborhood_encoded,building_type_encoded,rooms_per_surface
199.3008408072676,1,1,1,2,0,1971,1,0,1,0,3,6,5,0.005017540297118177
173.03192894107053,2,1,1,0,0,1994,1,0,1,0,1,2,4,0.011558560389632712
62.22420449552578,5,3,2,3,1,1966,1,1,1,0,9,5,3,0.08035458292374832
186.3235834159524,4,2,1,2,0,1983,0,0,0,0,3,7,0,0.02146802850538958
118.9549203017926,3,2,1,5,0,1983,1,0,1,0,10,0,4,0.02521963776184205
138.15348016686545,5,4,2,3,0,2021,0,1,0,1,6,5,0,0.03619163262453372
93.84059532064452,4,2,1,4,0,1971,1,1,0,0,6,7,4,0.04262547553468064
113.49284728161577,3,2,1,0,0,1971,1,0,0,0,11,7,5,0.02643338388150526
47.96736305965917,3,2,1,1,0,1968,0,1,1,0,6,0,7,0.06254252493031073
124.13652179002396,3,2,1,1,0,1986,0,0,1,0,7,4,5,0.024166941015751016
122.21752787495336,1,1,1,5,0,2024,0,0,0,0,3,2,7,0.008182132443581645
109.32764241440763,3,2,1,5,1,1998,0,0,1,1,11,5,2,0.027440452695654653
104.8837878961846,3,1,1,0,0,2020,1,1,1,0,3,2,3,0.0286030859504182
176.6671012534537,2,1,1,5,0,1992,1,0,0,0,2,3,0,0.011320726868839717
187.94083166663643,3,2,1,4,1,2006,0,1,1,0,13,1,2,0.015962470599902984
134.25876623248269,2,1,1,0,0,1974,1,0,1,0,13,2,5,0.014896606427447702
180.02057742066992,6,4,2,4,0,1987,1,0,0,0,1,4,6,0.03332952313545397
90.03036772779889,1,1,1,3,0,2000,1,0,0,0,3,5,2,0.011107363273506076
24.36467414678904,4,3,2,4,0,1988,0,1,1,0,9,0,7,0.16417211147176988
211.57293829271768,5,3,1,2,0,2018,1,1,0,0,6,2,5,0.02363251198545225
85.2927023246253,3,2,1,5,1,1964,0,0,1,0,14,2,0,0.03517299743396516
160.37778158027146,4,3,1,2,0,1960,0,0,0,0,4,4,1,0.024941110673724717
76.39481172982204,2,1,1,3,0,1993,0,0,1,0,8,0,7,0.02617978832218609
106.58684690252436,2,1,1,4,0,1982,1,1,0,0,1,1,3,0.018764041325183743
194.45225869422396,4,2,1,1,0,1997,0,1,0,0,11,5,5,0.020570601888919158
192.21693959909052,4,2,1,1,0,1989,1,0,0,0,4,0,6,0.0208098204473698
34.83087803224227,3,2,1,1,0,2012,0,0,1,0,3,1,4,0.08613047300222976
47.94021197520007,3,1,1,0,0,2015,1,1,1,1,8,1,7,0.06257794607900208
116.8660451363414,4,2,1,2,0,2010,1,0,1,0,8,4,1,0.03422722139123826
172.26563965038054,3,1,1,1,0,1971,0,0,1,0,6,6,7,0.0174149645053338
59.075517935670725,1,1,1,5,1,2015,1,0,0,0,9,4,3,0.016927485952623098
67.02104268916756,3,1,1,5,1,2015,1,0,1,0,7,1,4,0.044762060983048274
158.43637460736645,2,1,1,5,0,1985,0,1,0,0,5,0,1,0.012623363826371034
143.55184157090105,2,1,1,1,0,1987,0,0,0,0,10,0,7,0.01393224899181937
179.47998906423743,3,2,1,0,0,1984,0,0,0,0,6,5,4,0.01671495533090474
20.0,5,3,2,0,0,1993,1,1,0,1,1,2,5,0.25
20.0,5,4,2,1,0,2023,1,0,0,0,4,4,4,0.25
38.10029821433055,4,2,1,5,0,2021,0,0,0,0,3,4,3,0.10498605489905305
159.87421022391572,3,2,1,0,0,2021,0,0,1,0,8,2,1,0.018764752587664243
209.15564176875284,5,3,1,0,0,1979,1,1,0,0,3,4,6,0.023905642504867795
212.34901657238012,3,1,1,3,0,1970,0,0,0,0,11,7,1,0.014127684923737033
35.75639305161303,2,1,1,4,0,1961,0,1,1,0,9,7,3,0.05593405344641653
90.8709542182533,3,1,1,2,0,1997,1,1,1,0,6,5,6,0.033013849428659224
109.84773069785037,4,2,1,3,1,1981,0,1,0,0,10,1,7,0.03641404309937444
114.00745403172006,3,1,1,2,0,1989,1,1,0,0,9,3,1,0.026314068895576918
98.95077595898684,3,3,2,5,1,1977,0,0,0,0,10,3,0,0.030318104844811337
132.50952461238217,4,1,1,0,0,1984,0,1,1,0,9,6,0,0.030186509322260642
161.15524878725034,4,3,1,2,0,1965,1,0,1,1,12,0,2,0.024820786354160972
46.07068771100792,5,4,2,0,0,1988,0,0,0,0,3,0,6,0.10852887700231405
124.10274355763988,2,1,1,0,0,2014,1,1,1,0,7,5,3,0.016115679175707297
123.57831186096962,2,1,1,4,1,1997,1,1,1,0,12,2,1,0.016184069598313314
71.06181421088463,2,1,1,2,0,1961,1,1,0,0,9,2,3,0.028144510834817067
189.29516606455496,5,3,1,2,0,1979,1,0,1,0,11,4,7,0.02641377539611793
136.32116825353572,2,1,1,5,0,1972,1,1,1,0,13,5,6,0.014671235770810868
106.55829116024124,2,1,1,4,1,1964,0,0,0,0,2,2,3,0.018769069757250713
143.57341785679978,6,5,3,0,0,1999,1,0,0,0,7,1,3,0.0417904657391691
115.48861679718952,4,4,2,0,0,1980,1,0,1,0,8,3,1,0.03463544815870842
153.03876158610703,4,3,1,1,0,1997,0,0,1,0,5,2,3,0.02613716916252884
42.21250120641858,1,1,1,3,0,2018,0,0,0,0,2,3,4,0.023689664706434074
135.6487075908426,1,1,1,3,0,1985,0,0,1,0,0,7,6,0.007371983248202419
123.92044612530384,1,1,1,5,1,1979,0,1,0,0,4,4,4,0.008069693349786978
176.48247424861853,2,1,1,2,0,2010,0,0,1,0,7,3,6,0.011332570038555291
91.64184160323023,5,5,2,2,0,1989,0,1,1,1,2,3,6,0.05456023048563177
20.0,1,1,1,4,1,1960,0,1,1,1,5,2,3,0.05
125.48663195938964,3,2,1,3,1,1993,0,0,0,0,11,2,1,0.023906928994403713
20.0,2,1,1,2,0,2026,0,1,0,0,8,3,3,0.1
58.89360955540273,4,2,1,5,0,1991,0,0,1,0,9,5,1,0.06791908375453024
177.9664901682124,1,1,1,1,0,1966,1,0,0,0,1,0,1,0.005619035353536548
36.51104139658,6,4,2,2,0,1961,0,1,1,0,13,4,5,0.16433384999426562
150.30049756728198,1,1,1,2,0,2003,0,0,0,0,14,3,1,0.006653337920936358
168.59113450863677,3,1,1,0,0,1973,1,0,1,0,14,6,1,0.017794529995563396
153.6128642206886,2,1,1,2,0,1996,1,0,1,0,14,5,4,0.013019742911158086
126.03236129973976,5,3,2,0,0,1993,0,1,0,0,7,7,1,0.03967235040616766
20.0,2,1,1,5,1,1990,1,1,0,1,1,0,3,0.1
74.67106634904796,4,2,1,4,1,1969,0,1,0,1,3,7,0,0.05356827209754986
177.15329514449593,2,1,1,2,0,2024,0,0,0,0,9,0,7,0.011289657346586133
127.36039146848012,3,2,1,2,0,2018,1,1,0,0,12,4,1,0.023555203979900276
147.75726443555607,1,1,1,2,0,2021,1,1,0,0,13,2,6,0.0067678567535753706
35.5221386960865,4,2,1,0,0,1999,1,0,0,0,11,3,3,0.11260583249849995
84.78604347050535,2,2,1,4,0,2008,0,0,0,0,2,5,2,0.02358878794356931
153.18686069440105,5,3,1,4,0,1967,1,1,0,0,0,5,6,0.03263987509982799
166.51266729767707,3,2,1,1,0,2018,0,0,1,0,14,1,1,0.018016647313905898
127.24687073905903,2,1,1,1,0,1976,0,1,0,0,1,4,6,0.01571747885338048
126.6923827123,4,2,1,2,0,1998,1,1,1,0,11,2,0,0.03157253746725578
166.9141902987999,2,1,1,4,0,2019,1,1,0,0,7,0,7,0.011982204726990069
96.06256891682614,5,3,1,4,1,1963,0,0,1,0,8,2,6,0.05204940963351865
181.5080656728573,4,1,1,2,0,2025,0,1,0,1,6,4,5,0.022037588165417597
173.27401875326757,2,1,1,3,0,2015,1,0,1,0,1,6,1,0.011542411345857264
35.90898374333854,1,1,1,4,0,1962,0,0,1,0,4,2,0,0.02784818437490617
74.06740267579009,1,1,1,0,0,2008,0,1,1,0,7,2,6,0.013501215971852394
66.47109601614163,4,2,1,5,0,2015,1,1,1,0,11,2,3,0.060176531451033285
130.38063441140324,3,1,1,1,0,2016,1,1,0,0,10,0,7,0.02300955209754384
143.42817466857613,4,2,1,2,0,1968,0,1,0,0,13,5,0,0.027888523361905164
242.69210870728543,3,1,1,2,0,1962,0,1,0,0,6,4,4,0.012361341355430492
84.73946318351094,2,2,1,4,0,1973,0,1,0,0,10,6,1,0.023601754423069922
100.6149220032008,3,2,1,1,0,2018,1,1,1,0,10,4,7,0.029816650853285588
32.57265075212368,1,1,1,5,1,1977,1,1,1,1,3,7,7,0.030700602404451282
121.794727488385,6,5,3,5,1,1992,0,1,1,0,3,3,3,0.049263216263382106
175.08283569981836,3,1,1,0,0,2007,1,1,1,0,11,4,4,0.017134746464488024
82.87428245715296,2,1,1,1,0,2001,1,0,1,0,14,0,3,0.024132938961299907
92.9050437805726,4,3,1,1,0,1971,1,0,0,0,6,6,1,0.04305471304063301
45.53034701753469,3,2,1,5,1,1994,1,0,0,0,5,1,0,0.06589011937125445
179.3193706107644,3,1,1,4,0,1996,0,1,0,0,2,2,3,0.01672992711151035
144.58965276998063,4,2,1,1,0,1981,1,0,1,0,13,5,4,0.027664496894278943
221.0200981841056,2,1,1,2,0,1988,0,0,0,0,0,6,2,0.009048950825883887
176.33765959631015,2,1,1,0,0,1972,0,1,0,0,0,2,5,0.011341876741352928
142.00072250266663,2,1,1,5,1,1961,0,0,0,0,0,7,7,0.01408443537998507
102.26879085332529,1,1,1,4,0,1993,1,1,1,0,11,6,4,0.009778154133397431
137.6881389495934,3,2,1,3,1,1986,1,0,1,0,3,0,0,0.021788369157188462
108.49717822018088,4,3,1,4,0,1962,0,1,1,0,9,2,2,0.03686731826225491
129.8260584850735,4,2,1,5,1,1976,0,0,1,0,1,4,5,0.030810455517756415
210.0470216455408,3,1,1,2,0,1961,1,0,1,0,1,5,4,0.014282516250397347
218.1411317022729,2,1,1,2,0,1997,1,1,1,0,4,0,3,0.009168376382724896
141.27287808924825,2,1,1,0,0,1979,1,1,1,0,12,2,4,0.014156999043627558
108.9517913085168,3,2,1,0,0,1992,0,0,0,0,12,6,0,0.027535114053379394
115.6930777258318,3,1,1,1,0,2005,1,1,1,0,12,0,1,0.025930678472478427
91.44105051086017,4,3,2,0,0,1965,0,0,0,0,7,6,4,0.04374402937906901
137.89628643458843,4,3,1,2,0,1966,1,0,0,0,0,5,0,0.029007307618087407
125.7266683107732,4,2,1,0,0,1962,0,1,1,0,8,4,7,0.03181504810190894
59.27405221753651,4,3,1,5,0,1978,0,0,1,0,3,0,7,0.06748315410122376
68.4211876564921,2,1,1,3,0,2010,1,0,1,0,12,1,5,0.029230711545683487
141.8161834837016,3,2,1,0,0,2013,0,1,0,0,14,0,5,0.021154144233085915
103.16886363394195,4,2,1,3,1,1983,0,1,0,0,9,2,4,0.0387713875980313
157.87278746585204,3,2,1,1,0,1995,0,1,1,0,10,0,3,0.019002641608826355
114.73040372813368,6,4,2,5,0,2017,0,1,0,0,0,6,3,0.05229651256364146
42.561008874389415,5,3,2,3,1,2001,0,0,1,0,5,3,6,0.11747841821035147
131.53204551321824,1,1,1,5,1,2000,1,1,1,0,8,2,1,0.007602710017153238
77.62382534550949,5,4,2,2,0,1976,0,0,1,0,11,2,1,0.06441321305339726
76.30248272542872,1,1,1,4,0,1995,0,1,0,0,11,5,1,0.013105733447736662
81.99253638710394,3,2,1,4,1,1960,1,0,0,0,2,6,5,0.03658869614468775
152.44621052534978,1,1,1,0,0,1987,1,0,1,0,2,2,7,0.0065596907693137654
180.28457300407152,5,4,2,3,0,1965,1,0,1,0,14,3,0,0.027733931509974958
94.1775529139092,3,1,1,4,0,2018,0,1,0,0,8,5,5,0.03185472447709911
75.2718383793108,2,1,1,4,0,2009,1,0,1,0,0,0,6,0.02657036207780093
113.3210079347392,5,2,2,5,1,2003,0,1,1,0,9,0,7,0.04412244552995386
68.00470364372346,4,2,1,5,1,1964,0,0,0,1,7,0,4,0.058819460797241235
160.25963373904742,1,1,1,1,0,1989,0,0,1,0,14,2,2,0.006239874487847086
94.15515685551082,4,3,1,0,0,1992,1,1,1,0,8,6,0,0.042483068730248555
151.93651110145925,1,1,1,3,0,2021,1,0,1,0,11,3,1,0.006581696478025785
64.41873361306367,4,2,1,5,0,1963,0,1,0,0,14,2,2,0.062093738508216006
165.0737314973893,3,1,1,5,1,1960,0,0,1,0,5,2,1,0.018173697127864624
120.77895237907336,1,1,1,4,0,2019,0,0,1,1,3,5,0,0.008279588291687021
42.36364660919811,3,1,1,2,0,1970,0,0,1,0,11,6,6,0.07081543351720415
67.54965387147568,3,2,1,5,1,2025,0,0,1,1,10,4,1,0.04441177456968163
38.46633162923679,3,1,1,1,0,2005,0,1,0,0,13,7,2,0.07799028066715398
211.03901883576785,3,2,1,3,1,2010,0,1,1,0,0,6,4,0.014215380722247494
110.55516561077624,4,2,1,5,1,2011,1,1,0,0,3,3,1,0.036181032138131994
89.1276693770451,1,1,1,4,1,2008,1,1,0,0,2,3,5,0.011219860308134018
70.87563032308452,3,2,1,4,0,1998,1,0,1,0,10,0,1,0.04232766588917215
75.22452989274511,2,1,1,5,1,1966,0,1,1,0,10,5,5,0.0265870721007043
91.05183724029146,3,2,1,5,0,1981,1,0,1,0,14,6,4,0.032948264317641536
140.65282668930914,4,3,1,0,0,2001,1,0,0,0,10,0,4,0.028438817008887285
157.35826121297907,2,1,1,1,0,2019,1,0,1,0,9,6,4,0.01270985065914695
154.05031193707785,3,1,1,4,1,1992,0,0,1,0,12,2,7,0.019474157256009685
181.22922188130715,5,3,1,5,1,2016,1,0,1,0,3,1,2,0.02758936968385077
85.45597938568952,6,5,2,0,0,2000,1,0,0,0,13,2,6,0.07021158780382268
139.49802930149508,5,4,2,4,1,1995,0,0,1,0,14,5,3,0.0358428002534256
84.43506876197311,2,1,1,3,0,1964,0,0,0,0,3,7,7,0.023686840424540955
131.68929558953738,1,1,1,4,0,2003,0,0,1,0,2,6,5,0.007593631627561453
110.54592654190634,3,1,1,3,1,1981,0,0,1,0,7,5,6,0.02713804202331005
185.56051151962,4,2,1,0,0,1989,0,1,0,0,2,1,4,0.02155631048461011
95.03513802140014,2,1,1,1,0,1981,0,0,1,0,7,0,4,0.021044847638876867
141.2589421137351,4,3,2,3,1,1973,1,1,0,0,5,6,2,0.028316791419685045
75.51269491067157,2,1,1,3,0,2026,0,0,1,0,3,2,4,0.02648561281471835
129.66653334763666,3,2,1,4,0,2019,1,1,0,0,4,5,2,0.023136270574589852
20.0,4,1,1,5,1,1989,1,0,0,1,10,5,6,0.2
148.42205031280773,4,2,1,2,0,1980,0,1,0,0,6,2,2,0.02695017345178683
75.07660091044814,3,1,1,4,1,1984,1,0,1,0,10,6,4,0.039959187864384266
243.24388179288417,3,1,1,2,0,1962,0,1,0,1,11,3,4,0.012333300956586534
104.7387647822666,2,1,1,3,1,1991,1,1,1,0,5,2,0,0.019095126853535527
123.223720740506,1,1,1,4,0,1965,0,1,1,0,4,0,1,0.00811532060540419
108.4649793402261,1,1,1,5,0,1961,0,1,1,1,5,2,1,0.009219565670715368
91.81754862868286,2,1,1,3,0,1966,1,1,1,0,11,1,3,0.021782328431443447
187.41400329631995,2,1,1,3,1,1995,0,1,1,0,5,4,4,0.010671561168445901
143.53013003875225,4,2,1,2,0,1966,0,1,0,0,5,5,7,0.02786871299371097
104.1674985369386,4,3,1,5,0,1980,1,1,1,0,11,7,0,0.03839969334179191
139.3482649427271,5,3,1,0,0,1964,1,1,1,0,1,4,5,0.035881322254389225
95.31147111257503,1,1,1,4,1,1970,0,0,0,0,7,0,6,0.0104919165377153
60.34700225448818,3,2,1,4,1,2011,1,1,0,0,2,2,2,0.049712494207231006
109.53381614240668,2,1,1,0,0,1988,1,0,0,0,4,7,5,0.018259201317333523
115.58286704954524,4,3,2,5,0,2018,1,0,1,0,12,5,1,0.03460720522086874
198.07555983634265,3,1,1,4,1,2024,1,1,0,0,8,4,7,0.015145735306661311
159.65281903287146,5,3,1,4,0,1976,0,1,1,0,1,2,1,0.03131795623959845
129.28837460433857,3,1,1,4,0,2017,0,1,1,0,13,4,2,0.023203942420816297
182.75992422266265,3,1,1,0,0,1967,0,1,1,0,7,2,6,0.016414977259155555
114.12995704225202,3,2,1,3,1,1995,1,0,1,0,5,0,4,0.02628582431595388
69.47029566466964,3,2,1,3,0,1975,1,1,0,0,14,6,5,0.043183924457164846
74.58489345170972,3,1,1,3,0,1981,0,1,1,0,5,7,4,0.04022262231885283
95.80944342294518,3,2,1,2,0,1980,0,1,1,0,5,0,0,0.0313121535082578
176.7742508181385,2,1,1,5,1,1980,1,0,0,0,14,3,7,0.01131386494777204
144.54874758191255,4,3,2,2,0,1981,0,1,0,0,4,7,1,0.027672325543556087
34.12521329296203,2,1,1,2,0,2009,0,0,1,0,6,6,5,0.05860769228986707
98.79004889859443,2,1,1,2,0,2015,0,1,0,0,7,4,0,0.02024495404443975
31.96186204220912,4,3,2,1,0,1967,0,1,0,0,7,4,0,0.12514915416121766
186.34047100209955,3,2,1,2,0,1963,1,1,1,0,7,0,7,0.016099562182421437
98.85940194572284,3,1,1,1,0,1986,1,0,0,1,0,3,2,0.030346127337965302
179.83157433228257,2,1,1,5,0,2017,0,0,0,0,5,7,4,0.011121517494500235
159.89013365247084,5,4,2,3,0,2017,0,1,1,0,11,5,2,0.031271473015763114
198.18678080249,1,1,1,4,0,1985,1,0,0,0,9,5,6,0.0050457452104062635
99.408692284054,1,1,1,4,0,1962,0,0,1,0,10,5,3,0.010059482496184175
197.10549762839375,6,6,3,5,0,1993,0,0,1,0,4,5,6,0.030440551238768078
161.3925047981209,3,2,1,3,1,1990,1,1,1,0,12,4,2,0.018588223807249126
20.0,4,2,1,0,0,2014,1,0,0,0,14,6,7,0.2
113.91262458083582,5,4,2,3,1,1963,0,0,0,0,14,5,4,0.043893291181714894
102.5193906611098,3,2,1,1,0,1968,1,1,1,0,9,1,7,0.02926275683706375
137.43221721671102,1,1,1,4,1,2010,1,0,0,0,0,5,0,0.007276314246048599
90.82938220659352,1,1,1,1,0,1980,0,1,0,0,14,2,7,0.011009653216901519
136.59858669767414,2,1,1,0,0,1983,0,0,1,0,1,3,1,0.01464143991787035
114.99229617600236,3,1,1,1,0,1973,0,1,1,0,11,5,2,0.026088704198134513
79.84105246598276,5,3,1,2,0,2015,0,0,0,0,12,6,7,0.06262442497398579
125.0822143844755,1,1,1,1,0,1974,0,0,1,0,12,0,2,0.007994741737831868
204.4946728313145,5,3,1,1,0,1996,0,0,0,0,2,1,6,0.024450514679785557
78.112600920312,4,2,1,0,0,1971,0,1,1,0,11,2,6,0.05120812715070995
201.4661668309013,3,1,1,1,0,2020,0,0,1,0,12,5,4,0.014890837738120175
170.6033932351929,1,1,1,1,0,2024,1,1,1,0,7,2,4,0.005861548126545206
165.19674205430977,1,1,1,5,0,1999,1,1,1,0,0,7,3,0.00605338814533789
110.855177944758,5,3,1,1,0,1979,1,1,1,0,13,3,7,0.04510389223759696
81.5817526342964,1,1,1,1,0,1999,0,1,1,0,4,2,3,0.01225764301096428
138.36161497111067,5,3,1,3,0,1962,1,0,1,0,13,2,0,0.036137190224644164
279.65537839224305,3,1,1,4,0,1978,0,1,0,0,5,1,2,0.01072748901611403
28.4615775802567,3,2,1,0,0,2014,1,1,0,0,7,6,0,0.1054052605320461
110.40892708966804,1,1,1,2,0,1966,1,0,1,0,13,3,7,0.009057238634226155
159.4449649016725,3,2,1,4,0,1960,0,0,0,0,3,0,3,0.018815269593806604
148.38433754672928,5,3,1,0,0,1975,1,0,1,0,11,0,7,0.03369627874926757
133.2528022420156,3,2,1,3,1,1963,1,1,0,0,6,0,5,0.02251359783452327
169.28649978399315,5,5,3,2,0,1964,1,1,0,0,1,5,2,0.02953572793093318
136.92419217308455,3,2,1,3,1,2019,1,0,1,0,13,6,3,0.021909933901291374
174.15892985281283,4,2,1,3,1,1980,0,1,1,0,7,0,1,0.022967527438188355
91.73576118004593,2,1,1,2,0,2017,1,1,1,0,8,5,2,0.021801748568638177
196.06580259612255,4,2,1,0,0,1994,0,0,1,0,1,3,2,0.020401313982528767
138.62173234911063,2,1,1,5,0,1987,0,1,1,0,0,0,1,0.014427752172098948
146.21323388215845,2,1,1,5,0,1984,0,0,0,0,14,5,5,0.013678652382532717
90.2816813826897,3,1,1,3,0,1973,1,1,0,1,12,2,0,0.033229332396718186
144.45935650738318,4,3,1,2,0,1982,0,0,1,0,5,5,2,0.027689449106715103
113.36831268087133,2,1,1,2,0,2021,1,0,0,0,4,4,0,0.017641613892851567
101.13608970581556,2,1,1,0,0,1981,0,1,1,0,9,4,1,0.019775334460899126
145.65528990880415,3,2,1,5,0,2004,0,1,1,1,8,2,2,0.020596574294543795
174.29910580875162,2,1,1,0,0,1999,1,0,1,0,6,5,5,0.011474528172247108
25.73999739894414,3,1,1,5,0,2018,0,0,0,0,2,2,1,0.1165501283276377
205.53066862909628,3,1,1,3,0,2007,0,1,0,0,10,1,2,0.014596361798510201
116.83882717585206,1,1,1,3,1,1968,1,0,0,0,6,4,4,0.00855879868166528
132.05242385540825,3,2,1,4,0,2011,1,0,0,0,8,2,1,0.022718250164683623
191.60850717623163,3,2,1,3,1,1987,0,1,1,0,2,2,7,0.015656924863157326
20.0,4,3,2,5,1,1960,1,1,1,0,13,0,7,0.2
114.72349739988464,3,1,1,2,0,1986,1,1,1,0,1,2,4,0.02614983040085576
20.0,4,2,1,4,0,1972,0,1,1,0,14,0,0,0.2
104.53954614750684,2,1,1,1,0,2021,0,0,1,0,14,0,7,0.01913151600235542
110.9755105534183,2,1,1,2,0,2010,1,1,1,0,10,5,4,0.01802199413209544
173.80035692992993,3,2,1,2,0,1978,0,1,0,0,9,4,2,0.017261184343881943
87.3551613794219,1,1,1,4,1,1971,1,1,0,0,9,2,0,0.011447520492310237
166.06238424551725,2,1,1,1,0,1977,1,1,1,0,11,0,4,0.012043666656279439
149.61759605540868,2,1,1,0,0,1974,1,1,1,0,7,2,6,0.013367411673018255
128.43273359833637,4,2,1,5,1,1969,0,1,1,0,14,1,2,0.031144708112417013
131.66080656317507,4,3,1,4,1,1961,0,1,0,0,7,4,5,0.030381099010514355
122.91755021427387,2,1,1,4,0,2024,0,1,1,0,11,7,0,0.01627106948123791
110.20695899560812,2,1,1,3,0,1997,1,1,0,0,10,0,4,0.01814767432317684
172.39710308760712,2,1,1,5,0,2012,0,0,1,0,14,0,5,0.011601123012975799
191.6711209912584,4,3,1,1,0,2007,0,1,0,0,12,6,3,0.020869080220918775
106.37861493778544,3,2,1,3,1,1993,0,1,0,0,9,6,3,0.02820115679974328
109.25394848556324,3,2,1,2,0,2002,0,0,0,0,14,6,7,0.027458961818633203
35.82809038895249,2,1,1,3,1,1993,0,0,0,0,10,6,4,0.05582212108677429
221.7839159519378,3,2,1,2,0,1965,1,0,0,0,5,0,5,0.013526679728434961
117.97140866274124,1,1,1,1,0,1996,1,1,1,0,3,3,7,0.008476630154165724
20.0,3,1,1,5,0,2018,0,0,1,0,9,0,6,0.15
43.01667403633401,1,1,1,0,0,1996,0,0,1,0,0,4,1,0.023246799581840068
231.5650073096316,4,3,1,4,1,1991,0,1,1,0,7,0,4,0.017273767079373507
56.92725831724455,2,1,1,3,0,1960,0,0,0,0,1,3,6,0.03513255440573633
102.10444548094188,4,2,1,1,0,1983,1,0,0,0,4,0,4,0.039175571456843306
205.94252452024108,3,2,1,5,0,1995,1,0,0,0,9,0,4,0.014567171141505283
143.38465858827166,5,4,2,0,0,1964,1,1,1,0,10,4,1,0.0348712341280351
